League: National Hockey League - Season: 2024-25              ,Date: 12.3.24
--------------------------------------------------------------
Regular Season
--------------------------------------------------------------
Name                                                          ,Team         ,Pos    ,GP,G ,A ,P ,+/-,PIM,PPg ,PPa  ,PPp,SHg,SHa,SHp,GWG ,GT,FG,EN,SOG,Sh  ,HT ,GA,TA,FO  ,SB,2 ,5,Mi,Ma,GM,FI,FW,ATOI ,APPT,APKT,+ ,- ,FS,Av R,
Valeri Nichushkin                                             ,Anaheim      ,LW/RW  ,25,6 ,5 ,11,4  ,14 ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,48 ,12.5,69 ,7 ,5 ,0.00,5 ,7 ,0,0 ,0 ,0 ,0 ,0 ,13:57,1:28,0:14,13,9 ,0 ,7.20,
Tage Thompson                                                 ,Boston       ,RW/LW  ,24,5 ,6 ,11,4  ,2  ,1   ,1    ,2  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,31 ,16.1,54 ,11,5 ,0.00,8 ,1 ,0,0 ,0 ,0 ,0 ,0 ,12:45,1:31,0:14,13,9 ,1 ,7.17,
Austin Wagner                                                 ,Los Angeles  ,LW     ,28,5 ,6 ,11,-2 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,2 ,0 ,43 ,11.6,52 ,11,7 ,0.14,18,3 ,0,0 ,0 ,0 ,0 ,0 ,13:51,0:00,2:02,11,13,1 ,6.96,
Tyler Motte                                                   ,Tampa Bay    ,RW/C/LW,27,5 ,6 ,11,-2 ,8  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,51 ,9.8 ,55 ,7 ,2 ,0   ,17,4 ,0,0 ,0 ,0 ,0 ,0 ,11:56,0:27,0:00,12,14,0 ,7.15,
Jeff Skinner                                                  ,Buffalo      ,LW     ,18,5 ,6 ,11,1  ,12 ,0   ,4    ,4  ,1  ,0  ,1  ,1   ,0 ,1 ,0 ,59 ,8.5 ,33 ,6 ,14,0.00,4 ,6 ,0,0 ,0 ,0 ,0 ,0 ,18:30,3:23,1:20,13,12,1 ,7.56,
Marcus Sörensen                                               ,Vegas        ,LW/RW  ,23,5 ,6 ,11,0  ,16 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,25 ,20.0,18 ,3 ,5 ,0   ,14,8 ,0,0 ,0 ,0 ,0 ,0 ,10:49,0:00,0:00,11,11,0 ,7.04,
Julius Honka                                                  ,Nashville    ,RD/LD  ,23,4 ,7 ,11,0  ,8  ,2   ,3    ,5  ,1  ,0  ,1  ,0   ,0 ,0 ,0 ,26 ,15.4,29 ,14,10,0   ,41,4 ,0,0 ,0 ,0 ,0 ,0 ,21:04,2:33,1:23,20,20,1 ,7.35,
Nick Ritchie                                                  ,Detroit      ,LW     ,26,4 ,7 ,11,-6 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,34 ,11.8,67 ,7 ,9 ,0   ,9 ,6 ,0,0 ,0 ,0 ,0 ,0 ,11:42,0:00,0:23,13,19,0 ,7.38,
Mathieu Joseph                                                ,Edmonton     ,RW/LW  ,30,4 ,7 ,11,4  ,14 ,1   ,0    ,1  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,31 ,12.9,29 ,4 ,3 ,0   ,10,7 ,0,0 ,0 ,0 ,0 ,0 ,10:44,0:22,0:00,12,8 ,2 ,7.10,
Tyler Bertuzzi                                                ,Tampa Bay    ,LW/RW  ,26,4 ,7 ,11,-2 ,18 ,1   ,1    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,36 ,11.1,54 ,8 ,5 ,0   ,16,9 ,0,0 ,0 ,0 ,0 ,0 ,13:46,1:09,0:02,12,14,1 ,7.04,
Saad Dimoff                                                   ,Chicago      ,RW     ,16,4 ,7 ,11,1  ,22 ,2   ,2    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,33 ,12.1,45 ,5 ,2 ,0.00,13,11,0,0 ,0 ,0 ,0 ,0 ,18:52,1:48,3:06,11,10,0 ,7.06,
Logan Brown                                                   ,San Jose     ,C      ,26,4 ,7 ,11,2  ,29 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,10 ,40.0,43 ,1 ,3 ,0.37,8 ,12,1,0 ,0 ,0 ,1 ,0 ,10:13,0:00,0:00,15,13,0 ,6.46,
Ryan McDonagh                                                 ,Tampa Bay    ,LD/RD  ,28,3 ,8 ,11,-2 ,6  ,0   ,4    ,4  ,1  ,0  ,1  ,1   ,0 ,0 ,0 ,47 ,6.4 ,68 ,19,22,0   ,72,3 ,0,0 ,0 ,0 ,0 ,0 ,22:24,1:32,2:48,17,19,1 ,7.43,
German Rubtsov                                                ,Philadelphia ,C      ,25,3 ,8 ,11,4  ,16 ,0   ,0    ,0  ,0  ,1  ,1  ,0   ,0 ,1 ,0 ,36 ,8.3 ,45 ,5 ,12,0.59,30,8 ,0,0 ,0 ,0 ,0 ,0 ,14:56,1:25,1:30,15,11,1 ,6.92,
Lucas Raymond                                                 ,Edmonton     ,RW/LW  ,29,2 ,9 ,11,-7 ,8  ,0   ,3    ,3  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,55 ,3.6 ,53 ,10,1 ,0   ,10,4 ,0,0 ,0 ,0 ,0 ,0 ,13:21,1:04,0:09,11,18,1 ,7.14,
Shea Theodore                                                 ,Vegas        ,LD/RD  ,29,2 ,9 ,11,6  ,10 ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,54 ,3.7 ,67 ,20,20,0   ,58,5 ,0,0 ,0 ,0 ,0 ,0 ,25:00,3:20,3:19,26,20,0 ,7.45,
Colton Parayko                                                ,Anaheim      ,RD     ,28,2 ,9 ,11,0  ,14 ,1   ,4    ,5  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,73 ,2.7 ,88 ,19,24,0   ,57,7 ,0,0 ,0 ,0 ,0 ,0 ,23:57,1:59,2:51,22,22,0 ,7.32,
Sami Niku                                                     ,Winnipeg     ,LD/RD  ,28,1 ,10,11,11 ,2  ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,46 ,2.2 ,33 ,11,15,0   ,25,1 ,0,0 ,0 ,0 ,0 ,0 ,19:57,2:44,0:25,24,13,2 ,7.14,
Keith Yandle                                                  ,Chicago      ,LD/RD  ,25,1 ,10,11,-2 ,4  ,1   ,6    ,7  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,45 ,2.2 ,48 ,13,15,0   ,46,2 ,0,0 ,0 ,0 ,0 ,0 ,19:56,2:12,2:28,16,18,1 ,7.36,
Chris Tanev                                                   ,Vancouver    ,RD     ,28,1 ,10,11,3  ,6  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,35 ,2.9 ,34 ,21,23,0   ,45,3 ,0,0 ,0 ,0 ,0 ,0 ,19:44,1:17,3:11,20,17,0 ,6.93,
Nick Leddy                                                    ,NY Islanders ,LD     ,26,1 ,10,11,7  ,10 ,0   ,4    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,59 ,1.7 ,54 ,13,11,0   ,66,5 ,0,0 ,0 ,0 ,0 ,0 ,24:21,3:06,3:34,31,24,0 ,7.77,
Brayden McNabb                                                ,Nashville    ,LD     ,20,1 ,10,11,6  ,10 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,1 ,0 ,0 ,25 ,4.0 ,46 ,12,16,0   ,44,5 ,0,0 ,0 ,0 ,0 ,0 ,19:18,0:18,2:41,18,12,0 ,7.25,
Ethan Bear                                                    ,Arizona      ,RD     ,29,1 ,10,11,0  ,10 ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,45 ,2.2 ,47 ,7 ,11,0   ,43,5 ,0,0 ,0 ,0 ,0 ,0 ,21:04,2:17,2:49,25,25,0 ,7.17,
Justin Faulk                                                  ,Tampa Bay    ,RD/LD  ,28,1 ,10,11,17 ,18 ,1   ,2    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,44 ,2.3 ,82 ,15,11,0   ,31,9 ,0,0 ,0 ,0 ,0 ,0 ,21:23,3:19,1:33,29,12,1 ,7.61,
Vince Dunn                                                    ,St. Louis    ,LD     ,24,1 ,10,11,4  ,18 ,1   ,4    ,5  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,50 ,2.0 ,63 ,6 ,18,0   ,43,4 ,0,1 ,0 ,0 ,0 ,0 ,25:10,3:12,2:22,24,20,0 ,7.38,
William Lockwood                                              ,Vancouver    ,RW/LW  ,29,7 ,3 ,10,-2 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,38 ,18.4,44 ,11,8 ,0   ,6 ,4 ,0,0 ,0 ,0 ,0 ,0 ,10:57,0:00,0:00,10,12,0 ,6.93,
Karson Kuhlman                                                ,Colorado     ,RW/C   ,25,6 ,4 ,10,5  ,4  ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,26 ,23.1,16 ,3 ,1 ,0.17,13,2 ,0,0 ,0 ,0 ,0 ,0 ,11:12,0:10,0:00,13,8 ,0 ,6.72,
Marco Rossi                                                   ,Buffalo      ,C/LW   ,28,6 ,4 ,10,0  ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,29 ,20.7,25 ,4 ,1 ,0.67,4 ,4 ,0,0 ,0 ,0 ,0 ,0 ,11:41,0:17,0:04,12,12,0 ,6.89,
David Gustafsson                                              ,Winnipeg     ,C      ,28,5 ,5 ,10,-7 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,24 ,20.8,29 ,5 ,4 ,0.52,29,2 ,0,0 ,0 ,0 ,0 ,0 ,11:53,0:00,0:00,12,19,0 ,6.50,
Luka Burzan                                                   ,Colorado     ,C      ,22,5 ,5 ,10,5  ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,24 ,20.8,23 ,3 ,6 ,0.55,13,3 ,0,0 ,0 ,0 ,0 ,0 ,12:10,0:16,0:02,16,11,1 ,6.64,
Bobby Brink                                                   ,Philadelphia ,RW     ,27,5 ,5 ,10,-2 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,22 ,22.7,28 ,7 ,1 ,0   ,12,3 ,0,0 ,0 ,0 ,0 ,0 ,11:53,0:01,0:01,13,15,1 ,7.04,
Ryan Dzingel                                                  ,Carolina     ,LW/RW  ,26,5 ,5 ,10,0  ,14 ,2   ,1    ,3  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,68 ,7.4 ,43 ,9 ,10,0.14,16,7 ,0,0 ,0 ,0 ,0 ,0 ,16:41,2:02,1:58,9 ,9 ,0 ,7.08,
Conor Sheary                                                  ,Washington   ,LW/RW  ,25,5 ,5 ,10,-4 ,22 ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,1 ,0 ,0 ,29 ,17.2,15 ,2 ,3 ,0.10,11,6 ,0,1 ,0 ,0 ,0 ,0 ,11:14,0:56,0:03,13,17,0 ,6.76,
Radek Faksa                                                   ,Tampa Bay    ,C      ,25,5 ,5 ,10,-12,22 ,0   ,0    ,0  ,0  ,1  ,1  ,1   ,0 ,2 ,0 ,35 ,14.3,51 ,6 ,9 ,0.48,20,6 ,0,1 ,0 ,0 ,0 ,0 ,12:54,0:00,1:34,8 ,20,0 ,6.52,
Connor McMichael                                              ,Washington   ,C/LW   ,25,4 ,6 ,10,-6 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,32 ,12.5,29 ,6 ,0 ,0.26,12,1 ,0,0 ,0 ,0 ,0 ,0 ,10:31,0:00,0:00,11,17,1 ,6.96,
Corey Singleton                                               ,NY Islanders ,LW     ,21,4 ,6 ,10,5  ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,35 ,11.4,58 ,2 ,0 ,0.00,5 ,6 ,0,0 ,0 ,0 ,0 ,0 ,14:08,1:17,0:08,15,10,0 ,7.33,
Richard Pánik                                                 ,Toronto      ,LW/RW  ,30,4 ,6 ,10,-5 ,14 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,37 ,10.8,50 ,3 ,2 ,0   ,19,7 ,0,0 ,0 ,0 ,0 ,0 ,12:06,0:22,0:03,10,15,2 ,7.03,
Jason Dickinson                                               ,Dallas       ,C/LW   ,27,4 ,6 ,10,-2 ,18 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,2 ,0 ,32 ,12.5,46 ,11,5 ,0.60,12,9 ,0,0 ,0 ,0 ,0 ,0 ,11:45,0:33,0:11,12,14,1 ,7.07,
Victor Rask                                                   ,Tampa Bay    ,C      ,26,3 ,7 ,10,-2 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,17 ,17.6,29 ,3 ,5 ,0.59,20,3 ,0,0 ,0 ,0 ,0 ,0 ,11:00,0:00,0:00,13,15,0 ,7.04,
Aaron Huglen                                                  ,Buffalo      ,RW/LW  ,28,3 ,7 ,10,-2 ,8  ,1   ,0    ,1  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,40 ,7.5 ,43 ,2 ,1 ,0   ,4 ,4 ,0,0 ,0 ,0 ,0 ,0 ,11:06,0:30,0:00,11,13,0 ,7.11,
Dylan Coghlan                                                 ,Dallas       ,RD     ,28,3 ,7 ,10,4  ,10 ,0   ,3    ,3  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,34 ,8.8 ,62 ,8 ,9 ,0   ,45,5 ,0,0 ,0 ,0 ,0 ,0 ,19:22,3:22,0:59,24,20,0 ,7.36,
Oskar Bäck                                                    ,Detroit      ,C/RW   ,28,3 ,7 ,10,-9 ,15 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,33 ,9.1 ,46 ,6 ,1 ,0.38,9 ,5 ,1,0 ,0 ,0 ,0 ,0 ,10:17,0:00,0:00,11,20,0 ,7.00,
Anthony Cirelli                                               ,Edmonton     ,C      ,29,3 ,7 ,10,7  ,16 ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,2 ,0 ,22 ,13.6,24 ,3 ,5 ,0.55,18,8 ,0,0 ,0 ,0 ,0 ,0 ,10:59,0:00,0:24,15,8 ,1 ,6.59,
Cole Caufield                                                 ,NY Islanders ,RW/C   ,22,2 ,8 ,10,-1 ,4  ,0   ,2    ,2  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,32 ,6.3 ,31 ,2 ,3 ,0.13,4 ,2 ,0,0 ,0 ,0 ,0 ,0 ,13:45,2:13,0:00,10,11,0 ,6.86,
Robert Thomas                                                 ,Arizona      ,RW/C   ,28,2 ,8 ,10,-10,4  ,0   ,2    ,2  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,31 ,6.5 ,54 ,1 ,3 ,0.09,6 ,2 ,0,0 ,0 ,0 ,0 ,0 ,12:38,0:44,0:10,10,20,0 ,6.50,
Thomas Chabot                                                 ,Buffalo      ,LD     ,28,2 ,8 ,10,11 ,10 ,1   ,1    ,2  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,57 ,3.5 ,62 ,19,11,0   ,55,5 ,0,0 ,0 ,0 ,0 ,0 ,23:28,1:49,2:32,29,18,0 ,7.36,
Logan Couture                                                 ,San Jose     ,C      ,23,2 ,8 ,10,-9 ,10 ,2   ,4    ,6  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,46 ,4.3 ,48 ,5 ,5 ,0.54,18,5 ,0,0 ,0 ,0 ,0 ,0 ,17:54,2:07,2:05,5 ,14,0 ,6.26,
Ben Jones                                                     ,Vegas        ,C      ,26,2 ,8 ,10,-3 ,16 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,20 ,10.0,35 ,2 ,3 ,0.44,17,8 ,0,0 ,0 ,0 ,0 ,0 ,11:06,0:00,0:00,12,15,0 ,6.58,
Brady Skjei                                                   ,NY Rangers   ,LD     ,28,2 ,8 ,10,-4 ,17 ,0   ,5    ,5  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,64 ,3.1 ,88 ,19,44,0   ,58,6 ,1,0 ,0 ,0 ,1 ,1 ,24:59,2:37,3:14,22,26,1 ,7.46,
Michal Kempný                                                 ,NY Rangers   ,LD/RD  ,27,2 ,8 ,10,-2 ,19 ,0   ,5    ,5  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,32 ,6.3 ,58 ,22,19,0   ,58,2 ,1,0 ,0 ,1 ,0 ,0 ,20:16,2:26,2:27,14,16,0 ,7.19,
Brian Dumoulin                                                ,Pittsburgh   ,LD/RD  ,29,1 ,9 ,10,-12,4  ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,40 ,2.5 ,64 ,32,36,0   ,62,2 ,0,0 ,0 ,0 ,0 ,0 ,22:41,1:08,2:57,19,31,0 ,6.97,
Dmitry Orlov                                                  ,Washington   ,LD     ,28,1 ,9 ,10,6  ,6  ,0   ,6    ,6  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,46 ,2.2 ,77 ,15,30,0   ,51,3 ,0,0 ,0 ,0 ,0 ,0 ,23:06,3:31,2:27,22,16,0 ,7.61,
Christian Dvorak                                              ,Arizona      ,LW/C   ,27,1 ,9 ,10,-6 ,6  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,41 ,2.4 ,29 ,3 ,3 ,0.15,6 ,3 ,0,0 ,0 ,0 ,0 ,0 ,12:22,1:20,0:00,11,17,0 ,6.78,
Olli Määttä                                                   ,Vancouver    ,LD     ,23,1 ,9 ,10,11 ,8  ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,38 ,2.6 ,37 ,9 ,18,0   ,41,4 ,0,0 ,0 ,0 ,0 ,0 ,21:44,1:57,2:20,19,8 ,1 ,7.35,
Grant Hutton                                                  ,Vegas        ,RD/LD  ,28,1 ,9 ,10,8  ,14 ,0   ,0    ,0  ,0  ,1  ,1  ,0   ,0 ,0 ,0 ,24 ,4.2 ,52 ,10,13,0.00,43,7 ,0,0 ,0 ,0 ,0 ,0 ,18:48,0:53,2:17,29,21,1 ,6.96,
Brent Burns                                                   ,San Jose     ,RD     ,29,1 ,9 ,10,1  ,22 ,1   ,3    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,3.8 ,98 ,16,25,0   ,50,6 ,2,0 ,0 ,0 ,1 ,1 ,21:47,2:24,2:31,23,22,0 ,7.28,
Miro Heiskanen                                                ,Dallas       ,LD/RD  ,28,0 ,10,10,-2 ,0  ,0   ,5    ,5  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,52 ,0.0 ,59 ,9 ,10,0   ,38,0 ,0,0 ,0 ,0 ,0 ,0 ,22:56,3:08,2:22,21,23,0 ,7.29,
Victor Mete                                                   ,Montreal     ,LD     ,29,0 ,10,10,-4 ,10 ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,39 ,0.0 ,40 ,18,7 ,0   ,52,5 ,0,0 ,0 ,0 ,0 ,0 ,24:26,2:01,2:50,26,30,1 ,7.00,
Ruslan Stogov                                                 ,Columbus     ,RW     ,25,7 ,2 ,9 ,1  ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,30 ,23.3,38 ,7 ,0 ,0.11,7 ,3 ,0,0 ,0 ,0 ,0 ,0 ,10:56,0:00,0:00,11,10,0 ,6.96,
Jack Roslovic                                                 ,Florida      ,C/RW   ,24,6 ,3 ,9 ,2  ,18 ,1   ,0    ,1  ,0  ,0  ,0  ,1   ,0 ,3 ,0 ,46 ,13.0,33 ,2 ,10,0.50,10,4 ,0,1 ,0 ,0 ,0 ,0 ,13:33,1:03,0:04,10,8 ,0 ,6.83,
Corban Sottile                                                ,Los Angeles  ,RW     ,27,5 ,4 ,9 ,1  ,12 ,1   ,0    ,1  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,42 ,11.9,45 ,8 ,0 ,0.00,5 ,6 ,0,0 ,0 ,0 ,0 ,0 ,13:31,1:00,0:08,13,12,0 ,7.04,
Jaden Trabichet                                               ,Columbus     ,RW     ,27,5 ,4 ,9 ,-7 ,14 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,44 ,11.4,58 ,11,1 ,0.00,20,2 ,0,1 ,0 ,0 ,0 ,0 ,15:38,0:11,2:37,10,17,0 ,6.89,
Adrian Kempe                                                  ,Anaheim      ,C/LW/RW,26,5 ,4 ,9 ,-1 ,24 ,0   ,0    ,0  ,0  ,0  ,0  ,3   ,0 ,2 ,0 ,26 ,19.2,39 ,0 ,8 ,0.59,6 ,12,0,0 ,0 ,0 ,0 ,0 ,11:13,0:14,0:00,11,12,1 ,6.65,
Esa Lindell                                                   ,Dallas       ,LD     ,28,4 ,5 ,9 ,6  ,0  ,0   ,4    ,4  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,54 ,7.4 ,69 ,12,25,0   ,61,0 ,0,0 ,0 ,0 ,0 ,0 ,24:08,3:29,3:06,29,23,0 ,7.57,
Filip Hållander                                               ,Washington   ,C/LW   ,27,4 ,5 ,9 ,-3 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,28 ,14.3,36 ,3 ,0 ,0.44,18,2 ,0,0 ,0 ,0 ,0 ,0 ,11:18,0:05,0:00,15,18,0 ,6.74,
Dennis Cholowski                                              ,Detroit      ,LD     ,28,4 ,5 ,9 ,-6 ,4  ,2   ,2    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,47 ,8.5 ,56 ,13,10,0   ,44,2 ,0,0 ,0 ,0 ,0 ,0 ,22:00,2:25,1:37,22,28,0 ,7.25,
Nick Suzuki                                                   ,Vegas        ,C      ,25,4 ,5 ,9 ,-5 ,10 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,26 ,15.4,37 ,2 ,2 ,0.39,13,5 ,0,0 ,0 ,0 ,0 ,0 ,11:48,0:26,0:03,13,18,0 ,6.48,
Kasper Simontaival                                            ,Calgary      ,RW/LW  ,29,4 ,5 ,9 ,-7 ,12 ,0   ,2    ,2  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,41 ,9.8 ,37 ,12,1 ,0   ,7 ,6 ,0,0 ,0 ,0 ,0 ,0 ,12:26,1:11,0:00,9 ,16,0 ,6.76,
Daniel Adrian                                                 ,Columbus     ,LW     ,27,3 ,6 ,9 ,-6 ,8  ,1   ,0    ,1  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,28 ,10.7,47 ,10,2 ,0   ,17,4 ,0,0 ,0 ,0 ,0 ,0 ,13:47,0:55,0:05,10,16,0 ,6.96,
Zachary L'Heureux                                             ,Montreal     ,C/LW   ,29,3 ,6 ,9 ,0  ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,35 ,8.6 ,48 ,1 ,5 ,0.46,8 ,5 ,0,0 ,0 ,0 ,0 ,0 ,10:45,0:05,0:00,14,14,1 ,6.79,
Jonatan Berggren                                              ,Minnesota    ,RW/LW  ,27,3 ,6 ,9 ,-8 ,16 ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,36 ,8.3 ,37 ,11,0 ,0   ,10,8 ,0,0 ,0 ,0 ,0 ,0 ,13:13,1:39,0:02,7 ,15,0 ,6.89,
Nick Jensen                                                   ,Anaheim      ,LD/RD  ,28,3 ,6 ,9 ,1  ,22 ,3   ,2    ,5  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,28 ,10.7,68 ,9 ,17,0   ,48,6 ,0,1 ,0 ,0 ,0 ,0 ,21:43,2:15,2:23,16,15,0 ,7.07,
Johnny Clinton                                                ,Arizona      ,C      ,27,3 ,6 ,9 ,-3 ,59 ,1   ,0    ,1  ,1  ,0  ,1  ,0   ,0 ,0 ,0 ,27 ,11.1,60 ,7 ,1 ,0.48,32,22,1,1 ,0 ,0 ,1 ,0 ,15:04,1:21,0:39,13,16,0 ,6.19,
Michael Matheson                                              ,Florida      ,LD     ,24,2 ,7 ,9 ,0  ,4  ,0   ,4    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,41 ,4.9 ,45 ,9 ,25,0   ,39,2 ,0,0 ,0 ,0 ,0 ,0 ,23:17,2:33,2:30,17,17,0 ,7.46,
Oliver Kylington                                              ,Pittsburgh   ,LD/RD  ,29,2 ,7 ,9 ,-4 ,8  ,0   ,2    ,2  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,42 ,4.8 ,30 ,14,2 ,0   ,28,4 ,0,0 ,0 ,0 ,0 ,0 ,19:14,2:16,0:43,16,20,1 ,7.00,
Neal Pionk                                                    ,Winnipeg     ,RD/LD  ,28,2 ,7 ,9 ,-17,8  ,1   ,4    ,5  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,32 ,6.3 ,43 ,14,12,0   ,49,4 ,0,0 ,0 ,0 ,0 ,0 ,22:23,3:52,1:24,21,38,0 ,7.29,
Michael Gildon                                                ,San Jose     ,LW     ,28,2 ,7 ,9 ,1  ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,23 ,8.7 ,48 ,8 ,1 ,0.33,16,5 ,0,0 ,0 ,0 ,0 ,0 ,11:26,0:15,0:00,15,14,0 ,7.04,
Charlie McAvoy                                                ,Boston       ,RD     ,27,2 ,7 ,9 ,-1 ,18 ,1   ,2    ,3  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,61 ,3.3 ,75 ,6 ,20,0   ,48,4 ,0,1 ,0 ,0 ,0 ,0 ,24:34,1:56,2:15,19,20,2 ,7.41,
Joel Armia                                                    ,Montreal     ,RW     ,29,2 ,7 ,9 ,-10,18 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,52 ,3.8 ,61 ,8 ,6 ,0   ,8 ,9 ,0,0 ,0 ,0 ,0 ,0 ,13:16,0:47,0:37,12,22,0 ,6.83,
Adam Ruzicka                                                  ,Detroit      ,C/LW/RW,26,2 ,7 ,9 ,-5 ,21 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,27 ,7.4 ,84 ,2 ,7 ,0.44,12,8 ,1,0 ,0 ,0 ,1 ,1 ,13:30,0:01,1:31,11,16,0 ,7.04,
Mikkel Bødker                                                 ,Carolina     ,LW/RW  ,27,1 ,8 ,9 ,-12,6  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,30 ,3.3 ,51 ,3 ,8 ,0.33,5 ,3 ,0,0 ,0 ,0 ,0 ,0 ,13:44,1:11,0:03,9 ,21,1 ,6.89,
Nic Petan                                                     ,Arizona      ,C/LW/RW,26,1 ,8 ,9 ,-2 ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,20 ,5.0 ,20 ,7 ,2 ,0.61,8 ,5 ,0,0 ,0 ,0 ,0 ,0 ,12:51,0:44,0:01,14,16,0 ,6.65,
Will Butcher                                                  ,New Jersey   ,LD     ,26,1 ,8 ,9 ,-2 ,10 ,1   ,6    ,7  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,39 ,2.6 ,46 ,8 ,13,0   ,46,5 ,0,0 ,0 ,0 ,0 ,0 ,23:49,3:14,2:02,13,15,0 ,7.46,
